1334 Terry Av,Medic Response,04/06/2016 07:20:00 PM +0000,47.611348,-122.328514,"(47.611348, -122.328514)",F160038565
7th Av S / S Monroe St,Aid Response,04/06/2016 07:28:00 PM +0000,47.53126,-122.325508,"(47.53126, -122.325508)",F160038568
2nd Av / Marion St,Aid Response,04/06/2016 07:43:00 PM +0000,47.604446,-122.334477,"(47.604446, -122.334477)",F160038574
3rd Av / Spring St,Aid Response,04/06/2016 07:46:00 PM +0000,47.606337,-122.334672,"(47.606337, -122.334672)",F160038577
25th Av Ne / Ne 137th St,Fuel Spill,04/06/2016 08:12:00 PM +0000,47.728375,-122.301789,"(47.728375, -122.301789)",F160038590
10822 ROOSEVELT WAY NE,Fuel Spill,04/06/2016 08:43:00 PM +0000,47.707748,-122.31784,"(47.707748, -122.31784)",F160038605
2600 SW BARTON ST,Aid Response,04/06/2016 08:57:00 PM +0000,47.521022,-122.365894,"(47.521022, -122.365894)",F160038610
11030 5th Av Ne,Aid Response,04/06/2016 08:58:00 PM +0000,47.709488,-122.323301,"(47.709488, -122.323301)",F160038612
2301 28th Av W,Medic Response,04/06/2016 09:14:00 PM +0000,47.639125,-122.393005,"(47.639125, -122.393005)",F160038616
201 Yesler Way,Auto Fire Alarm,04/06/2016 09:37:00 PM +0000,47.601719,-122.331966,"(47.601719, -122.331966)",F160038624
7 Highland Dr,Medic Response,04/06/2016 09:41:00 PM +0000,47.629573,-122.356567,"(47.629573, -122.356567)",F160038627
803 S Lane St,Aid Response,04/06/2016 09:51:00 PM +0000,47.59667,-122.32229,"(47.59667, -122.32229)",F160038629
12315 11th Av Ne,Medic Response,04/06/2016 09:52:00 PM +0000,47.717753,-122.31612,"(47.717753, -122.31612)",F160038630
1025 S Cloverdale St,Automatic Fire Alarm Resd,04/06/2016 09:53:00 PM +0000,47.526456,-122.319943,"(47.526456, -122.319943)",F160038631
9230 2nd Av Sw,Aid Response,04/06/2016 10:30:00 PM +0000,47.520679,-122.335803,"(47.520679, -122.335803)",F160038645
Virginia St / Western Av,Aid Response,04/06/2016 10:35:00 PM +0000,47.610321,-122.343637,"(47.610321, -122.343637)",F160038648
720 Olive Way,Dumpster Fire,04/06/2016 10:51:00 PM +0000,47.61369,-122.334946,"(47.61369, -122.334946)",F160038655
S Myrtle Pl / 35th Av S,MVI - Motor Vehicle Incident,04/06/2016 10:56:00 PM +0000,47.537877,-122.288548,"(47.537877, -122.288548)",F160038656
326 W Mercer St,Aid Response Yellow,04/06/2016 11:16:00 PM +0000,47.6246,-122.360961,"(47.6246, -122.360961)",F160038665
4514 33rd Av W,Medic Response,04/06/2016 11:17:00 PM +0000,47.661472,-122.399451,"(47.661472, -122.399451)",F160038666
WOODLAWN AV N / N 38TH ST,Aid Response,04/07/2016 12:11:00 AM +0000,47.65316,-122.338684,"(47.65316, -122.338684)",F160038692
6516 35th Av Sw,Auto Fire Alarm,04/07/2016 12:22:00 AM +0000,47.544536,-122.376448,"(47.544536, -122.376448)",F160038703
4003 Airport Way S,Medic Response,04/07/2016 12:22:00 AM +0000,47.568046,-122.322673,"(47.568046, -122.322673)",F160038704
3710 25th Pl W,Aid Response,04/07/2016 12:46:00 AM +0000,47.653701,-122.389043,"(47.653701, -122.389043)",F160038714
2106 2nd Av,Rescue Lock In/Out,04/07/2016 01:07:00 AM +0000,47.612541,-122.343119,"(47.612541, -122.343119)",F160038723
200 Virginia St,Aid Response,04/07/2016 01:08:00 AM +0000,47.611733,-122.341753,"(47.611733, -122.341753)",F160038724
4th Av / Union St,Medic Response,04/07/2016 01:29:00 AM +0000,47.609221,-122.335775,"(47.609221, -122.335775)",F160038732
1730 N Northlake Way,Aid Response,04/07/2016 01:30:00 AM +0000,47.646882,-122.337193,"(47.646882, -122.337193)",F160038733
2731 60th Av Sw,Aid Response,04/07/2016 02:07:00 AM +0000,47.578921,-122.409348,"(47.578921, -122.409348)",F160038751
517 3rd Av,Aid Response,04/07/2016 06:27:00 AM +0000,47.602172,-122.330863,"(47.602172, -122.330863)",F160038830
325 5th Av N,Auto Fire Alarm,04/07/2016 07:18:00 AM +0000,47.621487,-122.347597,"(47.621487, -122.347597)",F160038839
1811 Eastlake Av,Aid Response,04/07/2016 07:26:00 AM +0000,47.618002,-122.329182,"(47.618002, -122.329182)",F160038842
2647 E Ward St,Medic Response,04/07/2016 01:37:00 AM +0000,47.627402,-122.298168,"(47.627402, -122.298168)",F160038735
2647 E Ward St,Medic Response,04/07/2016 01:38:00 AM +0000,47.627402,-122.298168,"(47.627402, -122.298168)",F160038736
2201 Alaskan Way,Aid Response,04/07/2016 01:37:00 AM +0000,47.610762,-122.347609,"(47.610762, -122.347609)",F160038737
3232 Nw 54th St,Aid Response,04/07/2016 01:43:00 AM +0000,47.667459,-122.399723,"(47.667459, -122.399723)",F160038739
4301 Ne 70th St,Aid Response Yellow,04/07/2016 02:51:00 AM +0000,47.679414,-122.282848,"(47.679414, -122.282848)",F160038769
500 17th Av,Aid Response,04/07/2016 03:49:00 AM +0000,47.606176,-122.310249,"(47.606176, -122.310249)",F160038795
Denny Way / 7th Av,Aid Response,04/07/2016 04:01:00 AM +0000,47.618554,-122.343368,"(47.618554, -122.343368)",F160038798
5400 14th Av Nw,Aid Response,04/07/2016 06:21:00 AM +0000,47.66789,-122.373589,"(47.66789, -122.373589)",F160038828
1703 California Av Sw,Medic Response,04/07/2016 06:43:00 AM +0000,47.588027,-122.386277,"(47.588027, -122.386277)",F160038833
5630 21st Av Sw,Aid Response,04/07/2016 09:03:00 AM +0000,47.552073,-122.359963,"(47.552073, -122.359963)",F160038859
1st Av Nw / N 55th St,Aid Response,04/07/2016 06:00:00 PM +0000,47.668701,-122.357087,"(47.668701, -122.357087)",F160038969
1200 Airport Way S,Aid Response,04/07/2016 07:25:00 PM +0000,47.592388,-122.322478,"(47.592388, -122.322478)",F160038990
10521 Meridian Av N,Aid Response,04/07/2016 08:05:00 PM +0000,47.705221,-122.333933,"(47.705221, -122.333933)",F160039004
425 S Jackson St,Aid Response,04/07/2016 08:10:00 PM +0000,47.599196,-122.328636,"(47.599196, -122.328636)",F160039008
1530 3rd Av,Aid Response,04/07/2016 08:52:00 PM +0000,47.610044,-122.338062,"(47.610044, -122.338062)",F160039026
John St / Broad St,Aid Response,04/07/2016 09:24:00 PM +0000,47.619744,-122.348859,"(47.619744, -122.348859)",F160039048
12015 2nd Av Nw,Medic Response,04/08/2016 12:44:00 AM +0000,47.716121,-122.359566,"(47.716121, -122.359566)",F160039121
925 N 73rd St,Medic Response,04/07/2016 04:59:00 AM +0000,47.681801,-122.346157,"(47.681801, -122.346157)",F160038811
4732 Brooklyn Av Ne,Aid Response,04/07/2016 05:29:00 AM +0000,47.663288,-122.314235,"(47.663288, -122.314235)",F160038812
420 4th Av,Aid Response,04/07/2016 09:55:00 AM +0000,47.601986,-122.32914,"(47.601986, -122.32914)",F160038871
370 Highland Dr,Aid Response,04/12/2016 02:39:00 PM +0000,47.629749,-122.349596,"(47.629749, -122.349596)",F160040997
3612 Sw 112th St,Aid Response,04/12/2016 03:45:00 PM +0000,47.502829,-122.378211,"(47.502829, -122.378211)",F160041012
E Denny Way / Bellevue Av E,Medic Response- 6 per Rule,04/12/2016 04:42:00 PM +0000,47.618493,-122.326726,"(47.618493, -122.326726)",F160041032
811 Maynard Av S,Aid Response,04/12/2016 04:57:00 PM +0000,47.595741,-122.325068,"(47.595741, -122.325068)",F160041042
3rd Av / Pike St,Aid Response,04/12/2016 04:57:00 PM +0000,47.60975,-122.337793,"(47.60975, -122.337793)",F160041043
2130 Nw 95th St,Medic Response- 7 per Rule,04/12/2016 06:16:00 PM +0000,47.698241,-122.38337,"(47.698241, -122.38337)",F160041071
720 8th Av S,Medic Response,04/12/2016 07:27:00 PM +0000,47.596499,-122.322456,"(47.596499, -122.322456)",F160041102
7512 32nd Av Nw,Aid Response,04/12/2016 07:45:00 PM +0000,47.683089,-122.398346,"(47.683089, -122.398346)",F160041111
E Olive Way / Boylston Av E,Medic Response,04/12/2016 07:45:00 PM +0000,47.619809,-122.323471,"(47.619809, -122.323471)",F160041112
3924 Montlake Blvd Ne,Aid Response,04/12/2016 08:16:00 PM +0000,47.652652,-122.303049,"(47.652652, -122.303049)",F160041122
700 Minor Av,Medic Response,04/12/2016 08:24:00 PM +0000,47.607661,-122.322073,"(47.607661, -122.322073)",F160041128
1615 Belmont Av,Medic Response,04/12/2016 08:37:00 PM +0000,47.615385,-122.324475,"(47.615385, -122.324475)",F160041134
85 Pike St,Aid Response,04/12/2016 11:03:00 PM +0000,47.608584,-122.340581,"(47.608584, -122.340581)",F160041190
7955 20th Av Sw,Aid Response,04/13/2016 01:24:00 AM +0000,47.531374,-122.359095,"(47.531374, -122.359095)",F160041247
3935 S Ferdinand St,Aid Response,04/13/2016 04:00:00 AM +0000,47.557843,-122.283147,"(47.557843, -122.283147)",F160041297
4601 26th Av Ne,MVI - Motor Vehicle Incident,04/13/2016 04:03:00 AM +0000,47.661779,-122.299865,"(47.661779, -122.299865)",F160041301
5614 22nd Av Nw,Aid Response,04/13/2016 04:36:00 AM +0000,47.669551,-122.384743,"(47.669551, -122.384743)",F160041316
Ne Pacific St / Montlake Blvd Ne,Aid Response,04/13/2016 06:01:00 AM +0000,47.648997,-122.304591,"(47.648997, -122.304591)",F160041343
10049 College Way N,Aid Response,04/13/2016 06:10:00 AM +0000,47.701742,-122.335029,"(47.701742, -122.335029)",F160041345
7500 East Marginal Way S,Auto Fire Alarm,04/13/2016 07:13:00 AM +0000,47.535372,-122.315012,"(47.535372, -122.315012)",F160041358
2717 Dexter Av N,Medic Response,04/13/2016 07:49:00 AM +0000,47.644374,-122.346913,"(47.644374, -122.346913)",F160041363
2215 E Marion St,Trans to AMR,04/13/2016 08:25:00 AM +0000,47.610023,-122.303568,"(47.610023, -122.303568)",F160041366
9061 Seward Park Av S,Aid Response,04/13/2016 09:07:00 AM +0000,47.521679,-122.264284,"(47.521679, -122.264284)",F160041369
8900 Aurora Av N,Medic Response,04/13/2016 09:24:00 AM +0000,47.693461,-122.344556,"(47.693461, -122.344556)",F160041376
201 Ne 92nd St,Aid Response,04/13/2016 01:18:00 PM +0000,47.695899,-122.327078,"(47.695899, -122.327078)",F160041421
4744 41st Av Sw,Medic Response,04/13/2016 01:28:00 PM +0000,47.560296,-122.38416,"(47.560296, -122.38416)",F160041424
1715 Nw 62nd St,Aid Response,04/13/2016 03:44:00 PM +0000,47.673822,-122.379034,"(47.673822, -122.379034)",F160041463
7920 18th Av Sw,Aid Response,04/13/2016 03:45:00 PM +0000,47.53169,-122.357746,"(47.53169, -122.357746)",F160041464
9001 Lake City Way Ne,Aid Response,04/13/2016 03:57:00 PM +0000,47.693931,-122.30552,"(47.693931, -122.30552)",F160041472
S Webster St / 43rd Av S,Aid Response,04/13/2016 03:59:00 PM +0000,47.535214,-122.279355,"(47.535214, -122.279355)",F160041474
4515 M L King Jr Way S,Aid Response,04/13/2016 05:33:00 PM +0000,47.56273,-122.294698,"(47.56273, -122.294698)",F160041498
2200 E Madison St,Aid Response,04/13/2016 07:01:00 PM +0000,47.61842,-122.30365,"(47.61842, -122.30365)",F160041537
9001 Lake City Way Ne,Aid Response,04/13/2016 07:46:00 PM +0000,47.693931,-122.30552,"(47.693931, -122.30552)",F160041546
4245 Roosevelt Way Ne,Aid Response,04/13/2016 08:02:00 PM +0000,47.658298,-122.317782,"(47.658298, -122.317782)",F160041553
557 Roy St,Aid Response,04/13/2016 09:24:00 PM +0000,47.625417,-122.346069,"(47.625417, -122.346069)",F160041581
1315 Nw 100th St,Medic Response- 7 per Rule,04/13/2016 09:26:00 PM +0000,47.701533,-122.372943,"(47.701533, -122.372943)",F160041583
,Fire Response Freeway,04/07/2016 08:46:00 AM +0000,,,"(0, 0)",F160038856
517 3rd Av,Trans to AMR,04/07/2016 09:38:00 AM +0000,47.604911,-122.333366,"(47.604911, -122.333366)",F160038866
3253 Mcclintock Av S,Aid Response,04/09/2016 01:09:00 PM +0000,47.574195,-122.292051,"(47.574195, -122.292051)",F160039781
9050 Seward Park Av S,Investigate Out Of Service,04/09/2016 02:39:00 PM +0000,47.521939,-122.264409,"(47.521939, -122.264409)",F160039797
3819 13th Av W,Auto Fire Alarm,04/09/2016 04:12:00 PM +0000,47.654136,-122.373602,"(47.654136, -122.373602)",F160039815
9421 18th Av Sw,Aid Response,04/09/2016 04:12:00 PM +0000,47.519001,-122.357838,"(47.519001, -122.357838)",F160039816
7322 Mary Av Nw,Aid Response,04/09/2016 09:02:00 PM +0000,47.681618,-122.37572,"(47.681618, -122.37572)",F160039932
5617 45th Av Sw,Aid Response,04/09/2016 09:34:00 PM +0000,47.552046,-122.389823,"(47.552046, -122.389823)",F160039942
5131 20th Av S,Aid Response,04/10/2016 12:41:00 AM +0000,47.556489,-122.307066,"(47.556489, -122.307066)",F160040001
329 N 76th St,Aid Response,04/10/2016 12:50:00 AM +0000,47.684019,-122.354875,"(47.684019, -122.354875)",F160040004
205 Nw 105th St,Aid Response,04/10/2016 09:09:00 AM +0000,47.705113,-122.359491,"(47.705113, -122.359491)",F160040181
Sw Fontanelle St / Fauntleroy Way Sw,Trans to AMR,04/11/2016 11:09:00 AM +0000,47.537003,-122.391933,"(47.537003, -122.391933)",F160040555
1407 2nd Av W,Aid Response,04/11/2016 04:22:00 PM +0000,47.631378,-122.359203,"(47.631378, -122.359203)",F160040628
3rd Av / James St,Aid Response,04/11/2016 09:06:00 PM +0000,47.602769,-122.331409,"(47.602769, -122.331409)",F160040726
Mercer St / Queen Anne Av N,Aid Response,04/12/2016 01:41:00 AM +0000,47.624583,-122.356709,"(47.624583, -122.356709)",F160040836
Broadway / E Pike St,Aid Response,04/12/2016 01:41:00 AM +0000,47.614076,-122.32078,"(47.614076, -122.32078)",F160040837
Rainier Av S / S Henderson St,Medic Response,04/12/2016 03:09:00 AM +0000,47.523307,-122.269986,"(47.523307, -122.269986)",F160040866
5300 24th Av Ne,Aid Response,04/12/2016 03:10:00 AM +0000,47.66707,-122.301946,"(47.66707, -122.301946)",F160040867
4147 University Way Ne,Aid Response,04/12/2016 03:13:00 AM +0000,47.657529,-122.313228,"(47.657529, -122.313228)",F160040870
4420 50th Av Ne,Aid Response,04/15/2016 04:03:00 AM +0000,47.660288,-122.274006,"(47.660288, -122.274006)",F160042087
318 2nd Av Et  S,Trans to AMR,04/15/2016 05:50:00 AM +0000,47.6002,-122.330547,"(47.6002, -122.330547)",F160042109
1139 Nw 59th St,Aid Response,04/15/2016 08:38:00 AM +0000,47.671626,-122.371113,"(47.671626, -122.371113)",F160042143
7712 32nd Av S,Aid Response,04/07/2016 09:12:00 AM +0000,47.533286,-122.290789,"(47.533286, -122.290789)",F160038862
3642 23rd Av W,Aid Response,04/07/2016 07:12:00 PM +0000,47.652529,-122.385987,"(47.652529, -122.385987)",F160038987
800 Queen Anne Av N,Aid Response,04/08/2016 05:20:00 AM +0000,47.626705,-122.356694,"(47.626705, -122.356694)",F160039224
105 5th Av S,Trans to AMR,04/08/2016 07:32:00 PM +0000,47.601643,-122.327656,"(47.601643, -122.327656)",F160039418
12505 Greenwood Av N,Medic Response,04/08/2016 08:19:00 PM +0000,47.719638,-122.355539,"(47.719638, -122.355539)",F160039436
3216 Nw 68th St,Aid Response,04/08/2016 09:11:00 PM +0000,47.678206,-122.398592,"(47.678206, -122.398592)",F160039465
517 3rd Av,Aid Response,04/08/2016 09:49:00 PM +0000,47.602172,-122.330863,"(47.602172, -122.330863)",F160039479
4th Av S / S Washington St,Aid Response,04/08/2016 11:48:00 PM +0000,47.600875,-122.328963,"(47.600875, -122.328963)",F160039527
9262 Rainier Av S,MVI - Motor Vehicle Incident,04/08/2016 11:54:00 PM +0000,47.519853,-122.268364,"(47.519853, -122.268364)",F160039529
15th Av Nw / Nw 62nd St,Aid Response,04/09/2016 12:02:00 AM +0000,47.673818,-122.376211,"(47.673818, -122.376211)",F160039532
8828 Nesbit Av N,Aid Response,04/09/2016 02:29:00 AM +0000,47.692619,-122.343471,"(47.692619, -122.343471)",F160039604
35th Av Ne / Ne 95th St,Aid Response,04/09/2016 03:30:00 AM +0000,47.697459,-122.290531,"(47.697459, -122.290531)",F160039633
5127 24th Av Ne,Medic Response,04/09/2016 03:37:00 AM +0000,47.666006,-122.301934,"(47.666006, -122.301934)",F160039634
9645 Renton Av S,Aid Response,04/09/2016 03:42:00 AM +0000,47.515841,-122.26808,"(47.515841, -122.26808)",F160039637
Melrose Connector Trl / Belmont Av E,Aid Response,04/09/2016 04:31:00 AM +0000,47.628325,-122.3271,"(47.628325, -122.3271)",F160039653
2218 1st Av,Aid Response,04/09/2016 08:29:00 AM +0000,47.612739,-122.345439,"(47.612739, -122.345439)",F160039724
2030 3rd Av,Aid Response,04/09/2016 08:32:00 AM +0000,47.612626,-122.341277,"(47.612626, -122.341277)",F160039726
517 3rd Av,Medic Response- 7 per Rule,04/09/2016 12:00:00 PM +0000,47.602172,-122.330863,"(47.602172, -122.330863)",F160039763
14th Av S / S Hinds St,Aid Response,04/09/2016 11:59:00 AM +0000,47.573967,-122.314836,"(47.573967, -122.314836)",F160039764
1709 31st Av,Automatic Fire Alarm Resd,04/09/2016 02:22:00 PM +0000,47.61653,-122.292385,"(47.61653, -122.292385)",F160039791
805 4th Av N,Aid Response,04/09/2016 05:48:00 PM +0000,47.626322,-122.348863,"(47.626322, -122.348863)",F160039847
Union St / 2nd Av,Aid Response,04/09/2016 06:32:00 PM +0000,47.608292,-122.337995,"(47.608292, -122.337995)",F160039866
11030 5th Av Ne,Aid Response,04/10/2016 03:51:00 AM +0000,47.709488,-122.323301,"(47.709488, -122.323301)",F160040082
1811 Eastlake Av,Medic Response,04/10/2016 03:56:00 AM +0000,47.618002,-122.329182,"(47.618002, -122.329182)",F160040084
S Spokane St / Airport Way S,Aid Response,04/10/2016 03:57:00 AM +0000,47.571399,-122.322746,"(47.571399, -122.322746)",F160040085
1250 1st Av S,Single Medic Unit,04/10/2016 04:10:00 AM +0000,47.592046,-122.334195,"(47.592046, -122.334195)",F160040091
14200 Linden Av N,Auto Fire Alarm,04/10/2016 05:22:00 AM +0000,47.731677,-122.347772,"(47.731677, -122.347772)",F160040113
116 Stewart St,Aid Response,04/10/2016 05:53:00 AM +0000,47.610387,-122.341198,"(47.610387, -122.341198)",F160040124
915 E Pine St,Aid Response,04/10/2016 08:35:00 AM +0000,47.615237,-122.320554,"(47.615237, -122.320554)",F160040174
950 E Madison St,Medic Response,04/10/2016 10:08:00 AM +0000,47.611542,-122.319866,"(47.611542, -122.319866)",F160040196
8914 2nd Av Ne,Medic Response,04/10/2016 06:12:00 PM +0000,47.693284,-122.327062,"(47.693284, -122.327062)",F160040292
Rainier Av S / S Bayview St,1RED 1 Unit,04/10/2016 06:14:00 PM +0000,47.580994,-122.300167,"(47.580994, -122.300167)",F160040293
10th Av S / S Dearborn St,1RED 1 Unit,04/10/2016 09:48:00 PM +0000,47.595825,-122.319215,"(47.595825, -122.319215)",F160040368
2208 15th Av W,Aid Response,04/10/2016 10:44:00 PM +0000,47.638695,-122.376149,"(47.638695, -122.376149)",F160040382
8516 9th Av Nw,Medic Response,04/10/2016 11:13:00 PM +0000,47.690754,-122.368323,"(47.690754, -122.368323)",F160040390
7700 Rainier Av S,Auto Fire Alarm,04/11/2016 12:37:00 AM +0000,47.533661,-122.269986,"(47.533661, -122.269986)",F160040410
3rd Av / Pike St,Aid Response,04/11/2016 01:18:00 AM +0000,47.60975,-122.337793,"(47.60975, -122.337793)",F160040426
8622 10th Av S,4RED - 2 + 1 + 1,04/11/2016 01:22:00 AM +0000,47.526266,-122.320287,"(47.526266, -122.320287)",F160040427
8745 Greenwood Av N,Aid Response,04/11/2016 01:25:00 AM +0000,47.692684,-122.355324,"(47.692684, -122.355324)",F160040428
6800 Highland Park Way Sw,Multiple Medic Resp 14 Per,04/07/2016 09:14:00 AM +0000,47.540353,-122.342181,"(47.540353, -122.342181)",F160038863
800 Jefferson St,Aid Response,04/07/2016 09:44:00 AM +0000,47.604377,-122.325207,"(47.604377, -122.325207)",F160038867
1320 Mercer St,Aid Response,04/07/2016 06:48:00 PM +0000,47.624276,-122.330183,"(47.624276, -122.330183)",F160038983
660 W Nickerson St,Aid Response,04/07/2016 08:56:00 PM +0000,47.651844,-122.365359,"(47.651844, -122.365359)",F160039033
N 46th St / Fremont Av N,MVI - Motor Vehicle Incident,04/07/2016 09:15:00 PM +0000,47.662136,-122.350034,"(47.662136, -122.350034)",F160039042
2218 Western Av,Aid Response,04/07/2016 09:54:00 AM +0000,47.612075,-122.346298,"(47.612075, -122.346298)",F160038869
814 W Emerson St,Aid Response,04/09/2016 09:43:00 PM +0000,47.651637,-122.368206,"(47.651637, -122.368206)",F160039944
2503 Beacon Av S,Aid Response,04/09/2016 09:56:00 PM +0000,47.580926,-122.313719,"(47.580926, -122.313719)",F160039947
6th Av S / S Holgate St,Aid Response,04/09/2016 11:15:00 PM +0000,47.586175,-122.325975,"(47.586175, -122.325975)",F160039960
Terry Av / Marion St,Aid Response,04/09/2016 11:48:00 PM +0000,47.60816,-122.325598,"(47.60816, -122.325598)",F160039975
100 Melrose Av E,Automatic Medical Alarm,04/10/2016 01:12:00 AM +0000,47.618497,-122.327854,"(47.618497, -122.327854)",F160040013
2221 Nw Market St,Aid Response,04/10/2016 08:47:00 AM +0000,47.668678,-122.385077,"(47.668678, -122.385077)",F160040177
2301 3rd Av,Trans to AMR,04/07/2016 10:45:00 AM +0000,47.614705,-122.344794,"(47.614705, -122.344794)",F160038875
3rd Av / Pike St,Aid Response,04/07/2016 11:24:00 AM +0000,47.60975,-122.337793,"(47.60975, -122.337793)",F160038879
424 Minor Av N,Aid Response,04/07/2016 11:27:00 AM +0000,47.622242,-122.332995,"(47.622242, -122.332995)",F160038880
Denny Way / Fairview Av,Aid Response,04/07/2016 11:41:00 AM +0000,47.618517,-122.334255,"(47.618517, -122.334255)",F160038886
Airport Way S / S Edmunds St,Aid Response,04/07/2016 12:19:00 PM +0000,47.559808,-122.32327,"(47.559808, -122.32327)",F160038892
,Rescue Automobile,04/07/2016 12:24:00 PM +0000,,,"(0, 0)",F160038894
Lake City Way Ne / Ne 125th St,Medic Response,04/07/2016 01:18:00 PM +0000,47.719279,-122.295233,"(47.719279, -122.295233)",F160038903
4735 East Marginal Way S,Aid Response,04/07/2016 01:37:00 PM +0000,47.560183,-122.33944,"(47.560183, -122.33944)",F160038906
1st Av S / S Lander St,Rescue Heavy,04/07/2016 01:41:00 PM +0000,47.579811,-122.334201,"(47.579811, -122.334201)",F160038907
7509 28th Av Ne,Rescue Lock In/Out,04/07/2016 02:40:00 PM +0000,47.683121,-122.297203,"(47.683121, -122.297203)",F160038917
4242 Roosevelt Way Ne,Auto Fire Alarm,04/07/2016 03:25:00 PM +0000,47.65932,-122.317756,"(47.65932, -122.317756)",F160038928
517 3rd Av,Aid Response,04/07/2016 03:34:00 PM +0000,47.602172,-122.330863,"(47.602172, -122.330863)",F160038931
10525 3rd Av Nw,Aid Response,04/07/2016 04:49:00 PM +0000,47.705341,-122.360768,"(47.705341, -122.360768)",F160038941
1100 Minor Av,Medic Response,04/07/2016 04:49:00 PM +0000,47.610516,-122.324681,"(47.610516, -122.324681)",F160038942
1930 Post Al,Medic Response,04/07/2016 05:18:00 PM +0000,47.610193,-122.342138,"(47.610193, -122.342138)",F160038952
Greenwood Av N / N 132nd St,Aid Response,04/07/2016 05:43:00 PM +0000,47.72505,-122.355551,"(47.72505, -122.355551)",F160038961
3rd Av / Bell St,Aid Response Yellow,04/07/2016 06:07:00 PM +0000,47.614705,-122.344794,"(47.614705, -122.344794)",F160038971
9200 2nd Av Sw,Aid Response,04/07/2016 06:23:00 PM +0000,47.521244,-122.336301,"(47.521244, -122.336301)",F160038978
4425 M L King Jr Way S,Aid Response,04/07/2016 07:01:00 PM +0000,47.563567,-122.29522,"(47.563567, -122.29522)",F160038986
1400 7th Av,Aid Response,04/07/2016 07:41:00 PM +0000,47.610614,-122.332447,"(47.610614, -122.332447)",F160038996
9999 Holman Rd Nw,Aid Response,04/07/2016 09:26:00 PM +0000,47.701698,-122.362125,"(47.701698, -122.362125)",F160039050
2814 E Marion St,Medic Response,04/07/2016 10:00:00 PM +0000,47.61001,-122.296048,"(47.61001, -122.296048)",F160039065
3800 S Graham St,MVI - Motor Vehicle Incident,04/07/2016 10:10:00 PM +0000,47.546043,-122.284863,"(47.546043, -122.284863)",F160039067
7058 32nd Av S,Aid Response,04/07/2016 11:02:00 PM +0000,47.539397,-122.291082,"(47.539397, -122.291082)",F160039085
7006 24th Av Ne,Aid Response,04/07/2016 11:14:00 PM +0000,47.67944,-122.301741,"(47.67944, -122.301741)",F160039089
11238 Renton Av S,Aid Response Yellow,04/08/2016 12:04:00 AM +0000,47.502315,-122.250536,"(47.502315, -122.250536)",F160039100
6th Av / Pine St,Aid Response,04/08/2016 12:13:00 AM +0000,47.612136,-122.335373,"(47.612136, -122.335373)",F160039105
S College St / 14th Av S,Aid Response,04/08/2016 01:03:00 AM +0000,47.582985,-122.314699,"(47.582985, -122.314699)",F160039134
Nb I5 At Lake City,MVI Freeway,04/08/2016 01:12:00 AM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F160039140
1415 Elliott Av W,4RED - 2 + 1 + 1,04/08/2016 01:37:00 AM +0000,47.630635,-122.373605,"(47.630635, -122.373605)",F160039151
1005 Spring St,Aid Response,04/08/2016 01:44:00 AM +0000,47.609611,-122.326845,"(47.609611, -122.326845)",F160039153
Sand Point Way Ne / Matthews Av Ne,Aid Response,04/08/2016 01:49:00 AM +0000,47.696157,-122.276687,"(47.696157, -122.276687)",F160039159
51st Av S / S Genesee St,Aid Response,04/08/2016 02:22:00 AM +0000,47.564114,-122.269474,"(47.564114, -122.269474)",F160039172
308 4th Av S,Trans to AMR,04/08/2016 03:06:00 AM +0000,47.599968,-122.328965,"(47.599968, -122.328965)",F160039189
4628 S Holly St,Medic Response,04/08/2016 03:20:00 AM +0000,47.542466,-122.275011,"(47.542466, -122.275011)",F160039194
18th Av / E Union St,Aid Response,04/08/2016 04:20:00 AM +0000,47.612902,-122.308861,"(47.612902, -122.308861)",F160039211
2646 Nw 58th St,Aid Response,04/08/2016 05:02:00 AM +0000,47.67092,-122.390762,"(47.67092, -122.390762)",F160039218
2208 15th Av W,Aid Response,04/08/2016 05:36:00 AM +0000,47.638695,-122.376149,"(47.638695, -122.376149)",F160039228
1931 Ne 145th St,Aid Response,04/08/2016 06:54:00 AM +0000,47.733901,-122.308268,"(47.733901, -122.308268)",F160039245
4935 Sw Forney St,Trans to AMR,04/07/2016 06:10:00 PM +0000,47.574645,-122.395174,"(47.574645, -122.395174)",F160038972
5300 24th Av Ne,Aid Response Yellow,04/07/2016 08:06:00 PM +0000,47.66707,-122.301946,"(47.66707, -122.301946)",F160039005
5th Av S / S Jackson St,Trans to AMR,04/07/2016 08:23:00 PM +0000,47.599195,-122.327667,"(47.599195, -122.327667)",F160039013
14th Av S / S Cloverdale St,Medic Response,04/07/2016 08:37:00 PM +0000,47.526441,-122.31491,"(47.526441, -122.31491)",F160039019
431 Boylston Av E,Trans to AMR,04/07/2016 08:49:00 PM +0000,47.622348,-122.32307,"(47.622348, -122.32307)",F160039024
18325 Aurora Av N,Mutual Aid- Medic,04/07/2016 09:26:00 PM +0000,47.761312,-122.346069,"(47.761312, -122.346069)",B160039049
10740 8th Av Ne,Aid Response,04/07/2016 09:56:00 PM +0000,47.706801,-122.320524,"(47.706801, -122.320524)",F160039058
301 Union St,Aid Response,04/07/2016 09:56:00 PM +0000,47.608761,-122.336874,"(47.608761, -122.336874)",F160039059
